#,Database,database id,sub database,PBDB collection #,id,genus,specificEpithet,full,KM notes,preparations,institution Code,collection Code,catalog Number,catalog locality,lat,lng,coordinate uncertainty (meters),coordinatePrecision,continent,country,state/Province,county,locality,formation,Max age Ma,Min age Ma,average age Ma,Method,Citation for age,earliestAgeOrLowestStage,earliestEpochOrLowestSeries,latestAgeOrHighestStage,latestEpochOrHighestSeries,lowestBiostratigraphicZone,highestBiostratigraphicZone,citation
1739,GBIF,1133278643,N/A,N/A,3A90083B-5570-4187-BDDE-E8A63343BFE4,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,default - 5,UF,UF,3093,N/A,27.35,-82.61,8000,N/A,NORTH_AMERICA,US,Florida,Sarasota,LONGBOAT KEY BEACH,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
1741,GBIF,1133276857,N/A,N/A,F8A07ED5-1AD6-4BEE-8637-F7158CAA2976,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,default - 1,UF,UF,2647,N/A,29.05,-82.09,400,N/A,NORTH_AMERICA,US,Florida,Marion,KENDRICK 1A,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
1750,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,21.021,-100.754,N/A,N/A,NORTH_AMERICA,MX,Guanajuato,N/A,Cuesta Blanca/GTO-14,Rancho Viejo beds,N/A,N/A,3.32,radiometric,"Carranza-Castañeda, O. (2016). Roedores caviomorfos (Rodentia Hydrochoeridae) del Blancano temprano-tardío-Irvingtoniano de los estados de Guanajuato, Jalisco y Sonora, México: relación con Phugatherium dichroplax (Vol. 33, Issue 3). www.rmcg.unam.mx",N/A,N/A,N/A,N/A,Early Blancan,N/A,"Carranza-Castañeda, O, 2006, Late Tertiary fossil localities in central Mexico, between 19°–23°N, in Carranza-Castañeda, Óscar, and Lindsay, E.H., eds., Advances in late Tertiary vertebrate paleontology in Mexico and the Great American Biotic Interchange: Universidad Nacional Autónoma de México, Instituto de Geología and Centro de Geociencias, Publicación
Especial 4, p. 45–60."
1752,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,31.72,-114.52,N/A,estimate by KM,NORTH_AMERICA,MX,Sonora,N/A,﻿El Golfo de Santa Clara,El Golfo beds,1.3,0.78,1.04,biostratigraphy,"Shaw and Croxen, 2019. Geology and paleontology of the early-middle Pleistocene El Golfo beds, Sonora, Mexico -- A field guide",N/A,N/A,N/A,N/A,Irvingtonian,N/A,"Shaw and Croxen, 2019. Geology and paleontology of the early-middle Pleistocene El Golfo beds, Sonora, Mexico -- A field guide"
1765,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,Update PBDB coordinate,N/A,N/A,N/A,N/A,N/A,21.067167,-100.768667,N/A,"coordinate updated by me based on Carranza-Castañeda, O, 2006, Late Tertiary fossil localities in central Mexico, between 19°–23°N, in Carranza-Castañeda, Óscar, and Lindsay, E.H., eds., Advances in late Tertiary vertebrate paleontology in Mexico and the Great American Biotic Interchange: Universidad Nacional Autónoma de México, Instituto de Geología and Centro de Geociencias, Publicación Especial 4, p. 45–60.",NORTH_AMERICA,MX,Guanajuato,N/A,Arroyo El Tanque/GTO 4,Rancho Viejo Beds,3.9,3.1,3.5,magnetostratigraphy,"Flynn et al, 2005. Geochronology of Hemphillian-Blancan Aged Strata, Guanajuato, Mexico, and Implications for Timing of the Great American Biotic Interchange",N/A,N/A,N/A,N/A,Blancan,N/A,"Flynn et al, 2005. Geochronology of Hemphillian-Blancan Aged Strata, Guanajuato, Mexico, and Implications for Timing of the Great American Biotic Interchange"
1769,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,17.74,-97.52,N/A,estimate by KM,NORTH_AMERICA,MX,Oaxaca,N/A,Oax-4 Rio Salado,N/A,N/A,N/A,0.084,radiometric,"Ordoñez-Regil, E. et al. (2016) ‘Radiometric dating of Late Pleistocene mammal bones from La Mixteca Alta Oaxaqueña’, Journal of Archaeological Science: Reports, 9, pp. 160–167. doi: 10.1016/j.jasrep.2016.07.021.",N/A,N/A,N/A,N/A,N/A,N/A,"Jimenez-Hidalgo et al, 2019. Species Diversity and Paleoecology of Late Pleistocene Horses from Southern Mexico"
1770,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,16.240278,-93.224444,N/A,N/A,NORTH_AMERICA,MX,Chiapas,N/A,Los Mangos,N/A,0.24,0.014,0.127,biostratigraphy,"Pérez-Crespo, V. A. et al. (2015) ‘Paleoambiente de la Depresión Central de Chiapas, con base en isótopos estables de carbono y oxígeno’, Revista mexicana de ciencias geológicas, 32(2), pp. 273–282. Available at: http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1026-87742015000200273.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Jimenez-Hidalgo et al, 2019. Species Diversity and Paleoecology of Late Pleistocene Horses from Southern Mexico"
1772,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,20.083889,-104.093889,N/A,N/A,NORTH_AMERICA,MX,Jalisco,N/A,Jal Teco 47 Los Pitahayos,San Buenaventura beds,3.59,2.62,3.105,radiometric,"McDonald and Carranza-Castaneda, 2017. Increased xenarthran diversity of the Great American Biotic Interchange: a new genus and species of ground sloth (Mammalia, Xenarthra, Megalonychidae) from the Hemphillian (late Miocene) of Jalisco, Mexico",N/A,N/A,N/A,N/A,Late Blancan,N/A,"McDonald and Carranza-Castaneda, 2017. Increased xenarthran diversity of the Great American Biotic Interchange: a new genus and species of ground sloth (Mammalia, Xenarthra, Megalonychidae) from the Hemphillian (late Miocene) of Jalisco, Mexico"
1775,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,JAL TECO 53,20.4,-104.6,N/A,estimate by KM,NORTH_AMERICA,MX,Jalisco,N/A,Preciado,N/A,N/A,N/A,2.6,radiometric,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America",N/A,N/A,N/A,N/A,Late Blancan,N/A,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America"
1776,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,29.683333,-109.65,N/A,N/A,NORTH_AMERICA,MX,Sonora,N/A,Terapa,N/A,0.043,0.04,0.0415,radiometric,"Bright, J. et al. (2010) ‘Comparative dating of a Bison-bearing late-Pleistocene deposit, Térapa, Sonora, Mexico’, Quaternary Geochronology, 5(6), pp. 631–643. doi: 10.1016/j.quageo.2010.05.002.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America"
1778,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,type locality of Glyptotherium cylindricum ,N/A,N/A,N/A,AMNH 15548,N/A,20.5,-104,N/A,estimate by KM,NORTH_AMERICA,MX,Jalisco,N/A,Ameca,N/A,0.24,0.014,0.127,N/A,"McDonald, H. G. (2002) ‘Fossil Xenarthra of Mexico: A review’, Avances en los estudios paleomastozoológicos, pp. 227–248.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America"
1781,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,27.95,-109.6,N/A,estimate by KM,NORTH_AMERICA,MX,Sonora,N/A,La Botana,N/A,0.24,0.014,0.127,N/A,"White, R. S. et al. (2010) ‘Localidades de vertebrados fósiles del Neógeno (Mioceno, Plioceno y Pleistoceno): Una evaluación preliminar de la biodiversidad del pasado’, in Molina-Freaner, F. E. and Van Devender, T. R. (eds) Diversidad biológica de Sonora, pp. 51–72.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Mead, J. I. et al. (2007) ‘Late Pleistocene (Rancholabrean) glyptodont and pampathere (Xenarthra, Cingulata) from Sonora, Mexico’, Revista Mexicana de Ciencias Geologicas, 24(3), pp. 439–449."
1783,KM,N/A,N/A,N/A,N/A,Glyptotherium,cylindricum,Glyptotherium cylindricum,N/A,N/A,N/A,N/A,N/A,N/A,27.05,-109.2,N/A,estimate by KM,NORTH_AMERICA,MX,Sonora,N/A,Chinobampo,N/A,0.24,0.014,0.127,N/A,"White, R. S. et al. (2010) ‘Localidades de vertebrados fósiles del Neógeno (Mioceno, Plioceno y Pleistoceno): Una evaluación preliminar de la biodiversidad del pasado’, in Molina-Freaner, F. E. and Van Devender, T. R. (eds) Diversidad biológica de Sonora, pp. 51–72.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Mead, J. I. et al. (2007) ‘Late Pleistocene (Rancholabrean) glyptodont and pampathere (Xenarthra, Cingulata) from Sonora, Mexico’, Revista Mexicana de Ciencias Geologicas, 24(3), pp. 439–449."
1784,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,28.2,-105.45,N/A,estimate by KM,NORTH_AMERICA,MX,Chihuahua,N/A,Delicias,Becerra,0.24,0.014,0.127,N/A,"Mead, J. I. et al. (2007) ‘Late Pleistocene (Rancholabrean) glyptodont and pampathere (Xenarthra, Cingulata) from Sonora, Mexico’, Revista Mexicana de Ciencias Geologicas, 24(3), pp. 439–449.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America"
1787,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,N/A,N/A,N/A,N/A,18.195556,-97.670833,N/A,N/A,NORTH_AMERICA,MX,Oaxaca,N/A,Chazumba 2,N/A,0.02772,0.0275,0.02761,radiometric,"Viñas-Vallverdú, R. et al. (2017) ‘Recent archaeo-palaeontological findings from Barranca del Muerto site, Santiago Chazumba, Oaxaca, México’, Quaternary International, 431(October), pp. 168–180. doi: 10.1016/j.quaint.2015.04.055.",N/A,N/A,N/A,N/A,N/A,N/A,"Viñas-Vallverdú, R. et al. (2017) ‘Recent archaeo-palaeontological findings from Barranca del Muerto site, Santiago Chazumba, Oaxaca, México’, Quaternary International, 431(October), pp. 168–180. doi: 10.1016/j.quaint.2015.04.055."
1787,KM,N/A,N/A,N/A,N/A,Glyptotherium,arizonae,Glyptotherium arizonae,N/A,N/A,N/A,N/A,N/A,University of Florida Vertebrate Fossil Locality HI007,27.69,-82.5,N/A,N/A,NORTH_AMERICA,US,Florida,Hillsborough,Leisey Shell Pit,N/A,1.6,1,1.3,biostratigraphy,"G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)",Irvingtonian,N/A,N/A,N/A,N/A,N/A,"G. S. Morgan and R. C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37(1)"
1788,KM,N/A,N/A,N/A,N/A,Glyptotherium,arizonae,Glyptotherium arizonae,N/A,N/A,N/A,N/A,NMMNH P-1287,N/A,35.00323,-106.62176,N/A,N/A,NORTH_AMERICA,US,New Mexico,Bernalillo,Tijeras Arroyo,Sierra Ladrones,1.6,1.2,1.4,biostratigraphy/radiometric,"Morgan, G. S. and Lucas, S. G. (2005) ‘Pleistocene vertebrate faunas in New Mexico from alluvial, fluvial, and lacustrine deposits’, Bulletin of the New Mexico Museum of Natural History and Science, 28(January 2005), pp. 185–248.",Irvingtonian,N/A,N/A,N/A,N/A,N/A,"G. S. Morgan and S. G. Lucas. 1999. Pliocene (Blancan) vertebrates from Pearson Mesa, Duncan Basin, New Mexico-Arizona border. Journal of Vertebrate Paleontology 19(3):65A"
1789,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,Added to PBDB,N/A,N/A,N/A,N/A,N/A,18.283333,-97.8,N/A,estimate by KM,NORTH_AMERICA,MX,Puebla,N/A,Santa Cruz Nuevo,N/A,0.24,0.014,0.127,biostratigraphy,"Jarquin-Abundiz, E., Ferrusquía-Villafranca, I., & Ruíz-González, J. E. (2019). Adiciones a la mastofauna local Santa Cruz Nuevo, Pleistoceno Tardío de Puebla, México. Paleontología Mexicana, 8(1), 29–39.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Jarquin-Abundiz, E., Ferrusquía-Villafranca, I., & Ruíz-González, J. E. (2019). Adiciones a la mastofauna local Santa Cruz Nuevo, Pleistoceno Tardío de Puebla, México. Paleontología Mexicana, 8(1), 29–39."
1790,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium floridanum,Added to PBDB,N/A,Paleontological collection of the Benemérita Universidad Autónoma de Puebla (BUAP),N/A,N/A,N/A,19.376389,-98.275,N/A,estimate by KM,NORTH_AMERICA,MX,Tlaxcala,N/A,San Mateo Huexoyucán,N/A,0.051798,0.04765,0.049724,radiometric,"Sánchez Salinas, M., Jiménez Hidalgo, E. and Castañeda Posadas, C. (2016) ‘Late Pleistocene fossil mammals (Rancholabreano) of San Mateo Huexoyucán, Tlaxcala, Mexico’, Boletin de la Sociedad Geologica Mexicana, 68(3), pp. 497–514. doi: 10.18268/BSGM2016v68n3a7.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Sánchez Salinas, M., Jiménez Hidalgo, E. and Castañeda Posadas, C. (2016) ‘Late Pleistocene fossil mammals (Rancholabreano) of San Mateo Huexoyucán, Tlaxcala, Mexico’, Boletin de la Sociedad Geologica Mexicana, 68(3), pp. 497–514. doi: 10.18268/BSGM2016v68n3a7."
1791,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,Added to PBDB,N/A,N/A,N/A,N/A,N/A,20.736939,-89.280644,N/A,from Polaco 2002,NORTH_AMERICA,MX,Yucatan,N/A,Papakal Cenote,N/A,0.24,0.014,0.127,biostratigraphy/radiometric,"González González, A. H., Sandoval, C. R., Mata, A. T., Sanvicente, M. B., Stinnesbeck, W., O., J. A., Ríos, M. de los, & Acevez, E. (2008). The Arrival of Humans on the Yucatan Peninsula: Evidence from Submerged Caves in the State of Quintana Roo, Mexico. Current Research in the Pleistocene, 25, 1–24.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"González González, A. H., Sandoval, C. R., Mata, A. T., Sanvicente, M. B., Stinnesbeck, W., O., J. A., Ríos, M. de los, & Acevez, E. (2008). The Arrival of Humans on the Yucatan Peninsula: Evidence from Submerged Caves in the State of Quintana Roo, Mexico. Current Research in the Pleistocene, 25, 1–24."
1792,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,IDAEH (Departamento de Monumentos Prehispánicos y Coloniales del Instituto de Antropología e Historia de Guatemala),N/A,N/A,N/A,15.312861,-91.54725,N/A,N/A,NORTH_AMERICA,GT,Huehuetenango,N/A,Chivacabé,N/A,0.0157,0.01292,0.01431,radiometric,"Mead, J. I. et al. (2012) ‘Late Pleistocene mammals from Chivacabé, Huehuetenango, Guatemala’, Revista Mexicana de Ciencias Geológicas, 29(2), pp. 319–329.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Mead, J. I. et al. (2012) ‘Late Pleistocene mammals from Chivacabé, Huehuetenango, Guatemala’, Revista Mexicana de Ciencias Geológicas, 29(2), pp. 319–329."
1793,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,11.499167,-69.521667,N/A,N/A,SOUTH_AMERICA,VE,Falcón,N/A,TaimaTaima,N/A,0.014,0.012,0.013,radiometric,"Carlini, A. A., Zurita, A. E. and Aguilera, O. A. (2008) ‘North American Glyptodontines (Xenarthra, Mammalia) in the Upper Pleistocene of northern South America’, Palaontologische Zeitschrift, 82(2), pp. 125–138. doi: 10.1007/BF02988404.",N/A,N/A,N/A,N/A,N/A,N/A,"Carlini, A. A., Zurita, A. E. and Aguilera, O. A. (2008) ‘North American Glyptodontines (Xenarthra, Mammalia) in the Upper Pleistocene of northern South America’, Palaontologische Zeitschrift, 82(2), pp. 125–138. doi: 10.1007/BF02988404."
1794,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,11.480833,-69.544722,N/A,N/A,SOUTH_AMERICA,VE,Falcón,N/A,Muaco,N/A,0.016375,0.0143,0.0153375,radiometric,"Carlini, A. A., Zurita, A. E. and Aguilera, O. A. (2008) ‘North American Glyptodontines (Xenarthra, Mammalia) in the Upper Pleistocene of northern South America’, Palaontologische Zeitschrift, 82(2), pp. 125–138. doi: 10.1007/BF02988404.",N/A,N/A,N/A,N/A,N/A,N/A,"Carlini, A. A., Zurita, A. E. and Aguilera, O. A. (2008) ‘North American Glyptodontines (Xenarthra, Mammalia) in the Upper Pleistocene of northern South America’, Palaontologische Zeitschrift, 82(2), pp. 125–138. doi: 10.1007/BF02988404."
1795,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,N/A,N/A,N/A,N/A,14.8475,-91.467,N/A,estimate by KM,NORTH_AMERICA,GT,Quetzaltenango,N/A,Cerro del Baul,N/A,0.0138,0.009941,0.0118705,radiometric,"Dávila, S. L. et al. (2019) ‘Guatemala’s Late Pleistocene (Rancholabrean) fauna: Revision and interpretation’, Quaternary Science Reviews, 219, pp. 277–296. doi: 10.1016/j.quascirev.2019.07.011.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Dávila, S. L. et al. (2019) ‘Guatemala’s Late Pleistocene (Rancholabrean) fauna: Revision and interpretation’, Quaternary Science Reviews, 219, pp. 277–296. doi: 10.1016/j.quascirev.2019.07.011."
1796,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,Added to PBDB,N/A,N/A,N/A,N/A,N/A,18.341667,-97.591667,N/A,estimate by KM,NORTH_AMERICA,MX,Puebla,N/A,San Juan Raya Basin,N/A,N/A,N/A,0.01931,radiometric,"Sanchez, J. M. (2010) Cenozoic environmental evolution of the San Juan Raya Basin, south central Mexico.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Sanchez, J. M. (2010) Cenozoic environmental evolution of the San Juan Raya Basin, south central Mexico."
1797,KM,N/A,N/A,N/A,N/A,Glyptotherium,floridanum,Glyptotherium floridanum,Added to PBDB,N/A,FMNH,N/A,N/A,N/A,14.87,-88.83,N/A,N/A,NORTH_AMERICA,HN,Copan,N/A,Yeroconte,N/A,0.24,0.014,0.127,biostratigraphy,"Lucas, S. G. (2008) ‘Pleistocene Mammals From Yeroconte, Honduras’, New Mexico Museum of Natural History and Science Bulletin, 44(September), pp. 403–408.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Lucas, S. G. (2008) ‘Pleistocene Mammals From Yeroconte, Honduras’, New Mexico Museum of Natural History and Science Bulletin, 44(September), pp. 403–408."
1798,KM,N/A,N/A,N/A,N/A,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A,CFM,N/A,N/A,N/A,10.145,-85.324,N/A,N/A,NORTH_AMERICA,CR,N/A,N/A,Río Nacaome,N/A,0.24,0.014,0.127,biostratigraphy,"Valerio, A. L. and Laurito, C. A. (2011) ‘El Registro fósil de Glyptotherium floridanum (Xenarthra, Cingulata, Glyptodontidae) en el Cuaternario de Costa Rica, América Central’, Revista Geológica de América Central, 45, pp. 141–145.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Valerio, A. L. and Laurito, C. A. (2011) ‘El Registro fósil de Glyptotherium floridanum (Xenarthra, Cingulata, Glyptodontidae) en el Cuaternario de Costa Rica, América Central’, Revista Geológica de América Central, 45, pp. 141–145."
1799,KM,N/A,N/A,N/A,N/A,Glyptotherium,floridanum,Glyptotherium floridanum,Added to PBDB,N/A,N/A,N/A,N/A,N/A,13.804167,-86.656667,N/A,N/A,NORTH_AMERICA,HN,El Paraíso,N/A,La Majadita,N/A,0.24,0.014,0.127,biostratigraphy,"Jackson, D. R. and Fernandez, E. (2005) ‘A small Pleistocene mammalian megafauna from southern Honduras’, Bulletin of the Florida Museum of Natural History, 45(4), pp. 261–269.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Jackson, D. R. and Fernandez, E. (2005) ‘A small Pleistocene mammalian megafauna from southern Honduras’, Bulletin of the Florida Museum of Natural History, 45(4), pp. 261–269."
1800,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,10.078889,-84.432778,N/A,N/A,NORTH_AMERICA,CR,Alajuela,N/A,Palmares,N/A,2.6,1.6,2.1,biostratigraphy,"Mora, C. L., Valerio Zamora, A. L. and Pérez Gamboa, E. A. (2005) ‘Los Xenarthras Fósiles de la Localidad de Buenos Aires de Palmares (Blancano Tardío - Irvingtoniano Temprano), Provincia de Alajuela, Costa Rica’, Revista Geológica de América Central, 33, pp. 83–90.",N/A,N/A,N/A,N/A,N/A,N/A,"Mora, C. L., Valerio Zamora, A. L. and Pérez Gamboa, E. A. (2005) ‘Los Xenarthras Fósiles de la Localidad de Buenos Aires de Palmares (Blancano Tardío - Irvingtoniano Temprano), Provincia de Alajuela, Costa Rica’, Revista Geológica de América Central, 33, pp. 83–90."
1801,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,Added to PBDB,N/A,N/A,N/A,N/A,N/A,-8.720833,-36.638889,N/A,N/A,SOUTH_AMERICA,BR,Pernambuco,N/A,Zabelê,N/A,N/A,N/A,0.041,biostratigraphy/radiometric,"de Andrade, L. C., Vicente Oliveira, É., Maniesi, V., & Tatumi, S. H. (2018). Astragalus and osteoderms of Glyptotherium Osborn, 1903 from the Upper Pleistocene of Pernambuco, Northeast of Brazil. Revista Brasileira de Paleontologia, 21(1), 95–102. https://doi.org/10.4072/rbp.2018.1.08",N/A,N/A,N/A,N/A,N/A,N/A,"de Andrade, L. C., Vicente Oliveira, É., Maniesi, V., & Tatumi, S. H. (2018). Astragalus and osteoderms of Glyptotherium Osborn, 1903 from the Upper Pleistocene of Pernambuco, Northeast of Brazil. Revista Brasileira de Paleontologia, 21(1), 95–102. https://doi.org/10.4072/rbp.2018.1.08"
1802,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,-8.18,-36.16,N/A,N/A,SOUTH_AMERICA,BR,Pernambuco,N/A,Fazenda Nova,N/A,0.01275,0.00842,0.010585,radiometric,"Marinho Da Silva, F. (2013). Tafonomia em tanque de Fazenda Nova, município de Brejo da Madre de  Deus,  Estado  de  Pernambuco,  Nordeste  do  Brasil. https://repositorio.ufpe.br/handle/123456789/10500",N/A,N/A,N/A,N/A,N/A,N/A,"Marinho Da Silva, F. (2013). Tafonomia em tanque de Fazenda Nova, município de Brejo da Madre de  Deus,  Estado  de  Pernambuco,  Nordeste  do  Brasil. https://repositorio.ufpe.br/handle/123456789/10500"
1803,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,N/A,N/A,N/A,N/A,-5.185233,-37.723733,N/A,N/A,SOUTH_AMERICA,BR,Rio Grande del Norte,N/A,Lajedo da Escada - F3,N/A,0.774,0.0082,0.3911,biostratigraphy,"Trifilio, L. H. M. da S., Araújo-Júnior, H. I. de, Porpino, K. de O., & Barbosa, F. H. de S. (2022). Mammal Taphonomy in a Cave Deposit From Quaternary of Brazil. Frontiers in Ecology and Evolution, 10. https://doi.org/10.3389/fevo.2022.830190",N/A,N/A,N/A,N/A,N/A,N/A,"Trifilio, L. H. M. da S., Araújo-Júnior, H. I. de, Porpino, K. de O., & Barbosa, F. H. de S. (2022). Mammal Taphonomy in a Cave Deposit From Quaternary of Brazil. Frontiers in Ecology and Evolution, 10. https://doi.org/10.3389/fevo.2022.830190"
1804,KM,N/A,N/A,N/A,N/A,Glyptotherium,arizonae,Glyptotherium arizonae,Add to PBDB?,N/A,N/A,N/A,N/A,N/A,31.86,-106.71,N/A,estimate by KM,NORTH_AMERICA,US,New Mexico,Doña Ana,Adobe Ranch/Mesilla C,N/A,1.59,1.32,1.455,radiometric,"﻿Morgan, G. S. (2008). Vertebrate fauna and geochronology of the Great American Biotic Interchange in North America. In Neogene Mammals (pp. 93–140).",N/A,N/A,N/A,N/A,N/A,N/A,N/A
1805,KM,N/A,N/A,N/A,N/A,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,N/A,N/A,N/A,N/A,13.583333,-88.1,N/A,N/A,NORTH_AMERICA,SV,N/A,N/A,Hormiguero/San Juan del Sur,N/A,0.24,0.014,0.127,biostratigraphy,"﻿Morgan, G. S. (2008). Vertebrate fauna and geochronology of the Great American Biotic Interchange in North America. In Neogene Mammals (pp. 93–140).",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Cisneros, J. C. (2008). The Fossil Mammals of El Salvador. New  Mexico  Museum  of  Natural  History  and  Science  Bulletin, 44, 375–379."
1806,KM,N/A,N/A,N/A,N/A,Glyptotherium,floridanum,Glyptotherium floridanum,Add to PBDB?,N/A,N/A,N/A,N/A,8 BR 1872,28.485,-80.722222,N/A,estimate by KM,NORTH_AMERICA,US,Florida,Brevard,Sams Creek,N/A,0.24,0.014,0.127,biostratigraphy,"Penders, T. E. (2006). Pine Island Conservation Area Archaeological Project, Merritt Island, Brevard County, Florida, Season 2 Report, Sams Creek Fossil Site (8 BR 1890).",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Penders, T. E. (2006). Pine Island Conservation Area Archaeological Project, Merritt Island, Brevard County, Florida, Season 2 Report, Sams Creek Fossil Site (8 BR 1890)."
1807,KM,N/A,N/A,N/A,N/A,Glyptotherium,floridanum,Glyptotherium floridanum,Added to PBDB,N/A,TxVP,N/A,N/A,43059,27.933333,-97.783333,N/A,estimate by KM,NORTH_AMERICA,US,Texas,Nueces,Nueces River,N/A,0.24,0.014,0.127,biostratigraphy,"Sagebiel, J. C. (2022). Xenarthrans from the Nueces River Fauna, Upper Pleistocene of Nueces County, Texas. New Mexico Museum of Natural History Bulletin, 88, 225–231.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,"Sagebiel, J. C. (2022). Xenarthrans from the Nueces River Fauna, Upper Pleistocene of Nueces County, Texas. New Mexico Museum of Natural History Bulletin, 88, 225–231."
